DATE,PERIOD,VERSION,SUBSIDIARY,ACCOUNT_NUM,LOCATION,DEPARTMENT,COST_CENTER,AMOUNT,QUANTITY,MEMO,STATUS
,202404,Budget FY2024,PPAUSA,41100,,WS,WSUS,13865,,,
,202404,Budget FY2024,PPAUSA,41600,,WS,WSUS,13865,,,
,202404,Budget FY2024,PPAUSA,41800,,WS,WSUS,6863,,,
,202404,Budget FY2024,PPAUSA,50100,,WS,WSUS,631059,,,
,202404,Budget FY2024,PPAUSA,55400,,WS,WSUS,,,,
,202404,Budget FY2024,PPAUSA,60000,,WS,WSUS,29167,,,
,202404,Budget FY2024,PPAUSA,60500,,WS,WSUS,1329,,,
,202404,Budget FY2024,PPAUSA,60600,,WS,WSUS,2234,,,
,202404,Budget FY2024,PPAUSA,62000,,WS,WSUS,4000,,,
,202404,Budget FY2024,PPAUSA,65000,,WS,WSUS,1500,,,
,202404,Budget FY2024,PPAUSA,63200,,WS,WSUS,95114,,,
,202404,Budget FY2024,PPAUSA,63500,,WS,WSUS,9437,,,
,202404,Budget FY2024,PPAUSA,63750,,WS,WSUS,13726,,,
,202404,Budget FY2024,PPAUSA,63000,,WS,WSUS,40763,,,
,202405,Budget FY2024,PPAUSA,40100,,WS,WSUS,1796750,,,
,202405,Budget FY2024,PPAUSA,41100,,WS,WSUS,17968,,,
,202405,Budget FY2024,PPAUSA,41600,,WS,WSUS,17968,,,
,202405,Budget FY2024,PPAUSA,41800,,WS,WSUS,8894,,,
,202405,Budget FY2024,PPAUSA,50100,,WS,WSUS,838134,,,
,202405,Budget FY2024,PPAUSA,55400,,WS,WSUS,,,,
,202405,Budget FY2024,PPAUSA,60000,,WS,WSUS,29167,,,
,202405,Budget FY2024,PPAUSA,60500,,WS,WSUS,1329,,,
,202405,Budget FY2024,PPAUSA,60600,,WS,WSUS,2234,,,
,202405,Budget FY2024,PPAUSA,62000,,WS,WSUS,4000,,,
,202405,Budget FY2024,PPAUSA,65000,,WS,WSUS,1500,,,
,202405,Budget FY2024,PPAUSA,63200,,WS,WSUS,123257,,,
,202405,Budget FY2024,PPAUSA,63500,,WS,WSUS,12229,,,
,202405,Budget FY2024,PPAUSA,63750,,WS,WSUS,17788,,,
,202405,Budget FY2024,PPAUSA,63000,,WS,WSUS,52824,,,
,202406,Budget FY2024,PPAUSA,40100,,WS,WSUS,1426500,,,
,202406,Budget FY2024,PPAUSA,41100,,WS,WSUS,14265,,,
,202406,Budget FY2024,PPAUSA,41600,,WS,WSUS,14265,,,
,202406,Budget FY2024,PPAUSA,41800,,WS,WSUS,7061,,,
,202406,Budget FY2024,PPAUSA,50100,,WS,WSUS,647017,,,
,202406,Budget FY2024,PPAUSA,55400,,WS,WSUS,,,,
,202406,Budget FY2024,PPAUSA,60000,,WS,WSUS,29167,,,
,202406,Budget FY2024,PPAUSA,60500,,WS,WSUS,1329,,,
,202406,Budget FY2024,PPAUSA,60600,,WS,WSUS,2234,,,
,202406,Budget FY2024,PPAUSA,62000,,WS,WSUS,4000,,,
,202406,Budget FY2024,PPAUSA,65000,,WS,WSUS,1500,,,
,202406,Budget FY2024,PPAUSA,63200,,WS,WSUS,97858,,,
,202406,Budget FY2024,PPAUSA,63500,,WS,WSUS,9709,,,
,202406,Budget FY2024,PPAUSA,63750,,WS,WSUS,14122,,,
,202406,Budget FY2024,PPAUSA,63000,,WS,WSUS,41939,,,
,202407,Budget FY2024,PPAUSA,40100,,WS,WSUS,793250,,,
,202407,Budget FY2024,PPAUSA,41100,,WS,WSUS,7933,,,
,202407,Budget FY2024,PPAUSA,41600,,WS,WSUS,7933,,,
,202407,Budget FY2024,PPAUSA,41800,,WS,WSUS,3927,,,
,202407,Budget FY2024,PPAUSA,50100,,WS,WSUS,374951,,,
,202407,Budget FY2024,PPAUSA,55400,,WS,WSUS,,,,
,202407,Budget FY2024,PPAUSA,60000,,WS,WSUS,29167,,,
,202407,Budget FY2024,PPAUSA,60500,,WS,WSUS,1329,,,
,202407,Budget FY2024,PPAUSA,60600,,WS,WSUS,2234,,,
,202407,Budget FY2024,PPAUSA,62000,,WS,WSUS,4000,,,
,202407,Budget FY2024,PPAUSA,65000,,WS,WSUS,1500,,,
,202407,Budget FY2024,PPAUSA,63200,,WS,WSUS,54417,,,
,202407,Budget FY2024,PPAUSA,63500,,WS,WSUS,5399,,,
,202407,Budget FY2024,PPAUSA,63750,,WS,WSUS,7853,,,
,202407,Budget FY2024,PPAUSA,63000,,WS,WSUS,23322,,,
,202408,Budget FY2024,PPAUSA,40100,,WS,WSUS,450250,,,
,202408,Budget FY2024,PPAUSA,41100,,WS,WSUS,4503,,,
,202408,Budget FY2024,PPAUSA,41600,,WS,WSUS,4503,,,
,202408,Budget FY2024,PPAUSA,41800,,WS,WSUS,2229,,,
,202408,Budget FY2024,PPAUSA,50100,,WS,WSUS,193975,,,
,202408,Budget FY2024,PPAUSA,55400,,WS,WSUS,3200,,,
,202408,Budget FY2024,PPAUSA,60000,,WS,WSUS,29167,,,
,202408,Budget FY2024,PPAUSA,60500,,WS,WSUS,1329,,,
,202408,Budget FY2024,PPAUSA,60600,,WS,WSUS,2234,,,
,202408,Budget FY2024,PPAUSA,62000,,WS,WSUS,4000,,,
,202408,Budget FY2024,PPAUSA,65000,,WS,WSUS,2000,,,
,202408,Budget FY2024,PPAUSA,63200,,WS,WSUS,30887,,,
,202408,Budget FY2024,PPAUSA,63500,,WS,WSUS,3065,,,
,202408,Budget FY2024,PPAUSA,63750,,WS,WSUS,4457,,,
,202408,Budget FY2024,PPAUSA,63000,,WS,WSUS,13237,,,
,202409,Budget FY2024,PPAUSA,40100,,WS,WSUS,318200,,,
,202409,Budget FY2024,PPAUSA,41100,,WS,WSUS,3182,,,
,202409,Budget FY2024,PPAUSA,41600,,WS,WSUS,3182,,,
,202409,Budget FY2024,PPAUSA,41800,,WS,WSUS,1575,,,
,202409,Budget FY2024,PPAUSA,50100,,WS,WSUS,166923,,,
,202409,Budget FY2024,PPAUSA,55400,,WS,WSUS,,,,
,202409,Budget FY2024,PPAUSA,60000,,WS,WSUS,29167,,,
,202409,Budget FY2024,PPAUSA,60500,,WS,WSUS,1329,,,
,202409,Budget FY2024,PPAUSA,60600,,WS,WSUS,2234,,,
,202409,Budget FY2024,PPAUSA,62000,,WS,WSUS,4000,,,
,202409,Budget FY2024,PPAUSA,65000,,WS,WSUS,2000,,,
,202409,Budget FY2024,PPAUSA,63200,,WS,WSUS,21829,,,
,202409,Budget FY2024,PPAUSA,63500,,WS,WSUS,2166,,,
,202409,Budget FY2024,PPAUSA,63750,,WS,WSUS,3150,,,
,202409,Budget FY2024,PPAUSA,63000,,WS,WSUS,9355,,,
,202410,Budget FY2024,PPAUSA,40100,,WS,WSUS,1652850,,,
,202410,Budget FY2024,PPAUSA,41100,,WS,WSUS,16529,,,
,202410,Budget FY2024,PPAUSA,41600,,WS,WSUS,16529,,,
,202410,Budget FY2024,PPAUSA,41800,,WS,WSUS,8182,,,
,202410,Budget FY2024,PPAUSA,50100,,WS,WSUS,824244,,,
,202410,Budget FY2024,PPAUSA,55400,,WS,WSUS,,,,
,202410,Budget FY2024,PPAUSA,60000,,WS,WSUS,29167,,,
,202410,Budget FY2024,PPAUSA,60500,,WS,WSUS,1329,,,
,202410,Budget FY2024,PPAUSA,60600,,WS,WSUS,2234,,,
,202410,Budget FY2024,PPAUSA,62000,,WS,WSUS,4000,,,
,202410,Budget FY2024,PPAUSA,65000,,WS,WSUS,1500,,,
,202410,Budget FY2024,PPAUSA,63200,,WS,WSUS,113386,,,
,202410,Budget FY2024,PPAUSA,63500,,WS,WSUS,11250,,,
,202410,Budget FY2024,PPAUSA,63750,,WS,WSUS,16363,,,
,202410,Budget FY2024,PPAUSA,63000,,WS,WSUS,48594,,,
,202411,Budget FY2024,PPAUSA,40100,,WS,WSUS,1280100,,,
,202411,Budget FY2024,PPAUSA,41100,,WS,WSUS,12801,,,
,202411,Budget FY2024,PPAUSA,41600,,WS,WSUS,12801,,,
,202411,Budget FY2024,PPAUSA,41800,,WS,WSUS,6336,,,
,202411,Budget FY2024,PPAUSA,50100,,WS,WSUS,643152,,,
,202411,Budget FY2024,PPAUSA,55400,,WS,WSUS,,,,
,202411,Budget FY2024,PPAUSA,60000,,WS,WSUS,29167,,,
,202411,Budget FY2024,PPAUSA,60500,,WS,WSUS,1329,,,
,202411,Budget FY2024,PPAUSA,60600,,WS,WSUS,2234,,,
,202411,Budget FY2024,PPAUSA,62000,,WS,WSUS,4000,,,
,202411,Budget FY2024,PPAUSA,65000,,WS,WSUS,1500,,,
,202411,Budget FY2024,PPAUSA,63200,,WS,WSUS,87815,,,
,202411,Budget FY2024,PPAUSA,63500,,WS,WSUS,8713,,,
,202411,Budget FY2024,PPAUSA,63750,,WS,WSUS,12673,,,
,202411,Budget FY2024,PPAUSA,63000,,WS,WSUS,37635,,,
,202412,Budget FY2024,PPAUSA,40100,,WS,WSUS,1736500,,,
,202412,Budget FY2024,PPAUSA,41100,,WS,WSUS,17365,,,
,202412,Budget FY2024,PPAUSA,41600,,WS,WSUS,17365,,,
,202412,Budget FY2024,PPAUSA,41800,,WS,WSUS,8596,,,
,202412,Budget FY2024,PPAUSA,50100,,WS,WSUS,890587,,,
,202412,Budget FY2024,PPAUSA,55400,,WS,WSUS,,,,
,202412,Budget FY2024,PPAUSA,60000,,WS,WSUS,29167,,,
,202412,Budget FY2024,PPAUSA,60500,,WS,WSUS,1329,,,
,202412,Budget FY2024,PPAUSA,60600,,WS,WSUS,2234,,,
,202412,Budget FY2024,PPAUSA,62000,,WS,WSUS,4000,,,
,202412,Budget FY2024,PPAUSA,65000,,WS,WSUS,1500,,,
,202412,Budget FY2024,PPAUSA,63200,,WS,WSUS,119124,,,
,202412,Budget FY2024,PPAUSA,63500,,WS,WSUS,11819,,,
,202412,Budget FY2024,PPAUSA,63750,,WS,WSUS,17191,,,
,202412,Budget FY2024,PPAUSA,63000,,WS,WSUS,51053,,,
,202401,Budget FY2024,PPACANADA,40100,,WS,WSEU,132773,,,
,202401,Budget FY2024,PPACANADA,41100,,WS,WSEU,3452,,,
,202401,Budget FY2024,PPACANADA,41800,,WS,WSEU,3983,,,
,202401,Budget FY2024,PPACANADA,50100,,WS,WSEU,61120,,,
,202401,Budget FY2024,PPACANADA,55400,,WS,WSEU,,,,
,202401,Budget FY2024,PPACANADA,60000,,WS,WSEU,,,,
,202401,Budget FY2024,PPACANADA,60500,,WS,WSEU,,,,
,202401,Budget FY2024,PPACANADA,60600,,WS,WSEU,,,,
,202401,Budget FY2024,PPACANADA,62000,,WS,WSEU,2500,,,
,202401,Budget FY2024,PPACANADA,63200,,WS,WSEU,1293,,,
,202401,Budget FY2024,PPACANADA,63500,,WS,WSEU,770,,,
,202401,Budget FY2024,PPACANADA,63750,,WS,WSEU,1328,,,
,202401,Budget FY2024,PPACANADA,63000,,WS,WSEU,1293,,,
,202402,Budget FY2024,PPACANADA,40100,,WS,WSEU,96241,,,
,202402,Budget FY2024,PPACANADA,41100,,WS,WSEU,2502,,,
,202402,Budget FY2024,PPACANADA,41800,,WS,WSEU,2887,,,
,202402,Budget FY2024,PPACANADA,50100,,WS,WSEU,40680,,,
,202402,Budget FY2024,PPACANADA,55400,,WS,WSEU,8000,,,
,202402,Budget FY2024,PPACANADA,60000,,WS,WSEU,,,,
,202402,Budget FY2024,PPACANADA,60500,,WS,WSEU,,,,
,202402,Budget FY2024,PPACANADA,60600,,WS,WSEU,,,,
,202402,Budget FY2024,PPACANADA,62000,,WS,WSEU,2500,,,
,202402,Budget FY2024,PPACANADA,63200,,WS,WSEU,937,,,
,202402,Budget FY2024,PPACANADA,63500,,WS,WSEU,558,,,
,202402,Budget FY2024,PPACANADA,63750,,WS,WSEU,962,,,
,202402,Budget FY2024,PPACANADA,63000,,WS,WSEU,937,,,
,202403,Budget FY2024,PPACANADA,40100,,WS,WSEU,126950,,,
,202403,Budget FY2024,PPACANADA,41100,,WS,WSEU,3301,,,
,202403,Budget FY2024,PPACANADA,41800,,WS,WSEU,3809,,,
,202403,Budget FY2024,PPACANADA,50100,,WS,WSEU,55470,,,
,202403,Budget FY2024,PPACANADA,55400,,WS,WSEU,,,,
,202403,Budget FY2024,PPACANADA,60000,,WS,WSEU,,,,
,202403,Budget FY2024,PPACANADA,60500,,WS,WSEU,,,,
,202403,Budget FY2024,PPACANADA,60600,,WS,WSEU,,,,
,202403,Budget FY2024,PPACANADA,62000,,WS,WSEU,2500,,,
,202403,Budget FY2024,PPACANADA,63200,,WS,WSEU,1236,,,
,202403,Budget FY2024,PPACANADA,63500,,WS,WSEU,736,,,
,202403,Budget FY2024,PPACANADA,63750,,WS,WSEU,1270,,,
,202403,Budget FY2024,PPACANADA,63000,,WS,WSEU,1236,,,
,202404,Budget FY2024,PPACANADA,40100,,WS,WSEU,306100,,,
,202404,Budget FY2024,PPACANADA,41100,,WS,WSEU,7959,,,
,202404,Budget FY2024,PPACANADA,41800,,WS,WSEU,9183,,,
,202404,Budget FY2024,PPACANADA,50100,,WS,WSEU,142015,,,
,202404,Budget FY2024,PPACANADA,55400,,WS,WSEU,,,,
,202404,Budget FY2024,PPACANADA,60000,,WS,WSEU,,,,
,202404,Budget FY2024,PPACANADA,60500,,WS,WSEU,,,,
,202404,Budget FY2024,PPACANADA,60600,,WS,WSEU,,,,
,202404,Budget FY2024,PPACANADA,62000,,WS,WSEU,2500,,,
,202404,Budget FY2024,PPACANADA,63200,,WS,WSEU,2981,,,
,202404,Budget FY2024,PPACANADA,63500,,WS,WSEU,1775,,,
,202404,Budget FY2024,PPACANADA,63750,,WS,WSEU,3061,,,
,202404,Budget FY2024,PPACANADA,63000,,WS,WSEU,2981,,,
,202405,Budget FY2024,PPACANADA,40100,,WS,WSEU,401950,,,
,202405,Budget FY2024,PPACANADA,41100,,WS,WSEU,10451,,,
,202405,Budget FY2024,PPACANADA,41800,,WS,WSEU,12059,,,
,202405,Budget FY2024,PPACANADA,50100,,WS,WSEU,191125,,,
,202405,Budget FY2024,PPACANADA,55400,,WS,WSEU,,,,
,202405,Budget FY2024,PPACANADA,60000,,WS,WSEU,,,,
,202405,Budget FY2024,PPACANADA,60500,,WS,WSEU,,,,
,202405,Budget FY2024,PPACANADA,60600,,WS,WSEU,,,,
,202405,Budget FY2024,PPACANADA,62000,,WS,WSEU,2500,,,
,202405,Budget FY2024,PPACANADA,63200,,WS,WSEU,3915,,,
,202405,Budget FY2024,PPACANADA,63500,,WS,WSEU,2331,,,
,202405,Budget FY2024,PPACANADA,63750,,WS,WSEU,4020,,,
,202405,Budget FY2024,PPACANADA,63000,,WS,WSEU,3915,,,
,202406,Budget FY2024,PPACANADA,40100,,WS,WSEU,308100,,,
,202406,Budget FY2024,PPACANADA,41100,,WS,WSEU,8011,,,
,202406,Budget FY2024,PPACANADA,41800,,WS,WSEU,9243,,,
,202406,Budget FY2024,PPACANADA,50100,,WS,WSEU,142448,,,
,202406,Budget FY2024,PPACANADA,55400,,WS,WSEU,,,,
,202406,Budget FY2024,PPACANADA,60000,,WS,WSEU,,,,
,202406,Budget FY2024,PPACANADA,60500,,WS,WSEU,,,,
,202406,Budget FY2024,PPACANADA,60600,,WS,WSEU,,,,
,202406,Budget FY2024,PPACANADA,62000,,WS,WSEU,2500,,,
,202406,Budget FY2024,PPACANADA,63200,,WS,WSEU,3001,,,
,202406,Budget FY2024,PPACANADA,63500,,WS,WSEU,1787,,,
,202406,Budget FY2024,PPACANADA,63750,,WS,WSEU,3081,,,
,202406,Budget FY2024,PPACANADA,63000,,WS,WSEU,3001,,,
,202407,Budget FY2024,PPACANADA,40100,,WS,WSEU,158050,,,
,202407,Budget FY2024,PPACANADA,41100,,WS,WSEU,4109,,,
,202407,Budget FY2024,PPACANADA,41800,,WS,WSEU,4742,,,
,202407,Budget FY2024,PPACANADA,50100,,WS,WSEU,76152,,,
,202407,Budget FY2024,PPACANADA,55400,,WS,WSEU,,,,
,202407,Budget FY2024,PPACANADA,60000,,WS,WSEU,,,,
,202407,Budget FY2024,PPACANADA,60500,,WS,WSEU,,,,
,202407,Budget FY2024,PPACANADA,60600,,WS,WSEU,,,,
,202407,Budget FY2024,PPACANADA,62000,,WS,WSEU,2500,,,
,202407,Budget FY2024,PPACANADA,63200,,WS,WSEU,1539,,,
,202407,Budget FY2024,PPACANADA,63500,,WS,WSEU,917,,,
,202407,Budget FY2024,PPACANADA,63750,,WS,WSEU,1581,,,
,202407,Budget FY2024,PPACANADA,63000,,WS,WSEU,1539,,,
,202408,Budget FY2024,PPACANADA,40100,,WS,WSEU,97850,,,
,202408,Budget FY2024,PPACANADA,41100,,WS,WSEU,2544,,,
,202408,Budget FY2024,PPACANADA,41800,,WS,WSEU,2936,,,
,202408,Budget FY2024,PPACANADA,50100,,WS,WSEU,42971,,,
,202408,Budget FY2024,PPACANADA,55400,,WS,WSEU,8000,,,
,202408,Budget FY2024,PPACANADA,60000,,WS,WSEU,,,,
,202408,Budget FY2024,PPACANADA,60500,,WS,WSEU,,,,
,202408,Budget FY2024,PPACANADA,60600,,WS,WSEU,,,,
,202408,Budget FY2024,PPACANADA,62000,,WS,WSEU,2500,,,
,202408,Budget FY2024,PPACANADA,63200,,WS,WSEU,953,,,
,202408,Budget FY2024,PPACANADA,63500,,WS,WSEU,568,,,
,202408,Budget FY2024,PPACANADA,63750,,WS,WSEU,979,,,
,202408,Budget FY2024,PPACANADA,63000,,WS,WSEU,953,,,
,202409,Budget FY2024,PPACANADA,40100,,WS,WSEU,55680,,,
,202409,Budget FY2024,PPACANADA,41100,,WS,WSEU,1448,,,
,202409,Budget FY2024,PPACANADA,41800,,WS,WSEU,1670,,,
,202409,Budget FY2024,PPACANADA,50100,,WS,WSEU,29774,,,
,202409,Budget FY2024,PPACANADA,55400,,WS,WSEU,,,,
,202409,Budget FY2024,PPACANADA,60000,,WS,WSEU,,,,
,202409,Budget FY2024,PPACANADA,60500,,WS,WSEU,,,,
,202409,Budget FY2024,PPACANADA,60600,,WS,WSEU,,,,
,202409,Budget FY2024,PPACANADA,62000,,WS,WSEU,2500,,,
,202409,Budget FY2024,PPACANADA,63200,,WS,WSEU,542,,,
,202409,Budget FY2024,PPACANADA,63500,,WS,WSEU,323,,,
,202409,Budget FY2024,PPACANADA,63750,,WS,WSEU,557,,,
,202409,Budget FY2024,PPACANADA,63000,,WS,WSEU,542,,,
,202410,Budget FY2024,PPACANADA,40100,,WS,WSEU,367020,,,
,202410,Budget FY2024,PPACANADA,41100,,WS,WSEU,9543,,,
,202410,Budget FY2024,PPACANADA,41800,,WS,WSEU,11011,,,
,202410,Budget FY2024,PPACANADA,50100,,WS,WSEU,186566,,,
,202410,Budget FY2024,PPACANADA,55400,,WS,WSEU,,,,
,202410,Budget FY2024,PPACANADA,60000,,WS,WSEU,10000,,,
,202410,Budget FY2024,PPACANADA,60500,,WS,WSEU,456,,,
,202410,Budget FY2024,PPACANADA,60600,,WS,WSEU,766,,,
,202410,Budget FY2024,PPACANADA,62000,,WS,WSEU,2500,,,
,202410,Budget FY2024,PPACANADA,63200,,WS,WSEU,3575,,,
,202410,Budget FY2024,PPACANADA,63500,,WS,WSEU,2129,,,
,202410,Budget FY2024,PPACANADA,63750,,WS,WSEU,3670,,,
,202410,Budget FY2024,PPACANADA,63000,,WS,WSEU,3575,,,
,202411,Budget FY2024,PPACANADA,40100,,WS,WSEU,290720,,,
,202411,Budget FY2024,PPACANADA,41100,,WS,WSEU,7559,,,
,202411,Budget FY2024,PPACANADA,41800,,WS,WSEU,8722,,,
,202411,Budget FY2024,PPACANADA,50100,,WS,WSEU,148889,,,
,202411,Budget FY2024,PPACANADA,55400,,WS,WSEU,,,,
,202411,Budget FY2024,PPACANADA,60000,,WS,WSEU,10000,,,
,202411,Budget FY2024,PPACANADA,60500,,WS,WSEU,456,,,
,202411,Budget FY2024,PPACANADA,60600,,WS,WSEU,766,,,
,202411,Budget FY2024,PPACANADA,62000,,WS,WSEU,2500,,,
,202411,Budget FY2024,PPACANADA,63200,,WS,WSEU,2832,,,
,202411,Budget FY2024,PPACANADA,63500,,WS,WSEU,1686,,,
,202411,Budget FY2024,PPACANADA,63750,,WS,WSEU,2907,,,
,202411,Budget FY2024,PPACANADA,63000,,WS,WSEU,2832,,,
,202412,Budget FY2024,PPACANADA,40100,,WS,WSEU,395300,,,
,202412,Budget FY2024,PPACANADA,41100,,WS,WSEU,10278,,,
,202412,Budget FY2024,PPACANADA,41800,,WS,WSEU,11859,,,
,202412,Budget FY2024,PPACANADA,50100,,WS,WSEU,206656,,,
,202412,Budget FY2024,PPACANADA,55400,,WS,WSEU,,,,
,202412,Budget FY2024,PPACANADA,60000,,WS,WSEU,10000,,,
,202412,Budget FY2024,PPACANADA,60500,,WS,WSEU,456,,,
,202412,Budget FY2024,PPACANADA,60600,,WS,WSEU,766,,,
,202412,Budget FY2024,PPACANADA,62000,,WS,WSEU,2500,,,
,202412,Budget FY2024,PPACANADA,63200,,WS,WSEU,3850,,,
,202412,Budget FY2024,PPACANADA,63500,,WS,WSEU,2293,,,
,202412,Budget FY2024,PPACANADA,63750,,WS,WSEU,3953,,,
,202412,Budget FY2024,PPACANADA,63000,,WS,WSEU,3850,,,
,202401,Budget FY2024,PPACANADA,60000,,Ecomm,EcommOH,33500,,,
,202401,Budget FY2024,PPACANADA,60500,,Ecomm,EcommOH,1526,,,
,202401,Budget FY2024,PPACANADA,60600,,Ecomm,EcommOH,2566,,,
,202401,Budget FY2024,PPACANADA,68700,,Ecomm,EcommOH,15000,,,
,202402,Budget FY2024,PPACANADA,60000,,Ecomm,EcommOH,33500,,,
,202402,Budget FY2024,PPACANADA,60500,,Ecomm,EcommOH,1526,,,
,202402,Budget FY2024,PPACANADA,60600,,Ecomm,EcommOH,2566,,,
,202402,Budget FY2024,PPACANADA,68700,,Ecomm,EcommOH,14500,,,
,202403,Budget FY2024,PPACANADA,60000,,Ecomm,EcommOH,33500,,,
,202403,Budget FY2024,PPACANADA,60500,,Ecomm,EcommOH,1526,,,
,202403,Budget FY2024,PPACANADA,60600,,Ecomm,EcommOH,2566,,,
,202403,Budget FY2024,PPACANADA,68700,,Ecomm,EcommOH,14500,,,
,202404,Budget FY2024,PPACANADA,60000,,Ecomm,EcommOH,45167,,,
,202404,Budget FY2024,PPACANADA,60500,,Ecomm,EcommOH,2058,,,
,202404,Budget FY2024,PPACANADA,60600,,Ecomm,EcommOH,3460,,,
,202404,Budget FY2024,PPACANADA,68700,,Ecomm,EcommOH,11000,,,
,202405,Budget FY2024,PPACANADA,60000,,Ecomm,EcommOH,45167,,,
,202405,Budget FY2024,PPACANADA,60500,,Ecomm,EcommOH,2058,,,
,202405,Budget FY2024,PPACANADA,60600,,Ecomm,EcommOH,3460,,,
,202405,Budget FY2024,PPACANADA,68700,,Ecomm,EcommOH,11000,,,
,202406,Budget FY2024,PPACANADA,60000,,Ecomm,EcommOH,45167,,,
,202406,Budget FY2024,PPACANADA,60500,,Ecomm,EcommOH,2058,,,
,202406,Budget FY2024,PPACANADA,60600,,Ecomm,EcommOH,3460,,,
,202406,Budget FY2024,PPACANADA,68700,,Ecomm,EcommOH,10000,,,
,202407,Budget FY2024,PPACANADA,60000,,Ecomm,EcommOH,52667,,,
,202407,Budget FY2024,PPACANADA,60500,,Ecomm,EcommOH,2399,,,
,202407,Budget FY2024,PPACANADA,60600,,Ecomm,EcommOH,4035,,,
,202407,Budget FY2024,PPACANADA,68700,,Ecomm,EcommOH,10000,,,
,202408,Budget FY2024,PPACANADA,60000,,Ecomm,EcommOH,52667,,,
,202408,Budget FY2024,PPACANADA,60500,,Ecomm,EcommOH,2399,,,
,202408,Budget FY2024,PPACANADA,60600,,Ecomm,EcommOH,4035,,,
,202408,Budget FY2024,PPACANADA,68700,,Ecomm,EcommOH,11000,,,
,202409,Budget FY2024,PPACANADA,60000,,Ecomm,EcommOH,52667,,,
,202409,Budget FY2024,PPACANADA,60500,,Ecomm,EcommOH,2399,,,
,202409,Budget FY2024,PPACANADA,60600,,Ecomm,EcommOH,4035,,,
,202409,Budget FY2024,PPACANADA,68700,,Ecomm,EcommOH,12000,,,
,202410,Budget FY2024,PPACANADA,60000,,Ecomm,EcommOH,52667,,,
,202410,Budget FY2024,PPACANADA,60500,,Ecomm,EcommOH,2399,,,
,202410,Budget FY2024,PPACANADA,60600,,Ecomm,EcommOH,4035,,,
,202410,Budget FY2024,PPACANADA,68700,,Ecomm,EcommOH,10000,,,
,202411,Budget FY2024,PPACANADA,60000,,Ecomm,EcommOH,52667,,,
,202411,Budget FY2024,PPACANADA,60500,,Ecomm,EcommOH,2399,,,
,202411,Budget FY2024,PPACANADA,60600,,Ecomm,EcommOH,4035,,,
,202411,Budget FY2024,PPACANADA,68700,,Ecomm,EcommOH,10000,,,
,202412,Budget FY2024,PPACANADA,60000,,Ecomm,EcommOH,52667,,,
,202412,Budget FY2024,PPACANADA,60500,,Ecomm,EcommOH,2399,,,
,202412,Budget FY2024,PPACANADA,60600,,Ecomm,EcommOH,4035,,,
,202412,Budget FY2024,PPACANADA,68700,,Ecomm,EcommOH,10000,,,
,202401,Budget FY2024,PPACANADA,40100,,Ecomm,EcommUS,1231163,,,
,202401,Budget FY2024,PPACANADA,41100,,Ecomm,EcommUS,246233,,,
,202401,Budget FY2024,PPACANADA,41600,,Ecomm,EcommUS,123116,,,
,202401,Budget FY2024,PPACANADA,41800,,Ecomm,EcommUS,16621,,,
,202401,Budget FY2024,PPACANADA,50100,,Ecomm,EcommUS,221453,,,
,202401,Budget FY2024,PPACANADA,63200,,Ecomm,EcommUS,16621,,,
,202401,Budget FY2024,PPACANADA,63500,,Ecomm,EcommUS,30471,,,
,202401,Budget FY2024,PPACANADA,63750,,Ecomm,EcommUS,11080,,,
,202401,Budget FY2024,PPACANADA,63000,,Ecomm,EcommUS,55128,,,
,202402,Budget FY2024,PPACANADA,40100,,Ecomm,EcommUS,1217391,,,
,202402,Budget FY2024,PPACANADA,41100,,Ecomm,EcommUS,243478,,,
,202402,Budget FY2024,PPACANADA,41600,,Ecomm,EcommUS,121739,,,
,202402,Budget FY2024,PPACANADA,41800,,Ecomm,EcommUS,16435,,,
,202402,Budget FY2024,PPACANADA,50100,,Ecomm,EcommUS,228183,,,
,202402,Budget FY2024,PPACANADA,63200,,Ecomm,EcommUS,16435,,,
,202402,Budget FY2024,PPACANADA,63500,,Ecomm,EcommUS,30130,,,
,202402,Budget FY2024,PPACANADA,63750,,Ecomm,EcommUS,10957,,,
,202402,Budget FY2024,PPACANADA,63000,,Ecomm,EcommUS,53118,,,
,202403,Budget FY2024,PPACANADA,40100,,Ecomm,EcommUS,1083219,,,
,202403,Budget FY2024,PPACANADA,41100,,Ecomm,EcommUS,216644,,,
,202403,Budget FY2024,PPACANADA,41600,,Ecomm,EcommUS,108322,,,
,202403,Budget FY2024,PPACANADA,41800,,Ecomm,EcommUS,14623,,,
,202403,Budget FY2024,PPACANADA,50100,,Ecomm,EcommUS,221584,,,
,202403,Budget FY2024,PPACANADA,63200,,Ecomm,EcommUS,14623,,,
,202403,Budget FY2024,PPACANADA,63500,,Ecomm,EcommUS,26810,,,
,202403,Budget FY2024,PPACANADA,63750,,Ecomm,EcommUS,9749,,,
,202403,Budget FY2024,PPACANADA,63000,,Ecomm,EcommUS,47114,,,
,202404,Budget FY2024,PPACANADA,40100,,Ecomm,EcommUS,914022,,,
,202404,Budget FY2024,PPACANADA,41100,,Ecomm,EcommUS,182804,,,
,202404,Budget FY2024,PPACANADA,41600,,Ecomm,EcommUS,91402,,,
,202404,Budget FY2024,PPACANADA,41800,,Ecomm,EcommUS,12339,,,
,202404,Budget FY2024,PPACANADA,50100,,Ecomm,EcommUS,182147,,,
