DATE,PERIOD,VERSION,SUBSIDIARY,ACCOUNT_NUM,LOCATION,DEPARTMENT,COST_CENTER,AMOUNT,QUANTITY,MEMO,STATUS
,202408,Budget FY2024,PPACANADA,60000,,Ops,Ops,121983,,,
,202408,Budget FY2024,PPACANADA,60500,,Ops,Ops,5557,,,
,202408,Budget FY2024,PPACANADA,60600,,Ops,Ops,9345,,,
,202408,Budget FY2024,PPACANADA,63800,,Ops,Ops,1900,,,
,202408,Budget FY2024,PPACANADA,65000,,Ops,Ops,,,,
,202408,Budget FY2024,PPACANADA,68700,,Ops,Ops,4000,,,
,202408,Budget FY2024,PPACANADA,68800,,Ops,Ops,19400,,,
,202409,Budget FY2024,PPACANADA,57500,,Ops,Ops,1842.5,,,
,202409,Budget FY2024,PPACANADA,59000,,Ops,Ops,,,,
,202409,Budget FY2024,PPACANADA,59001,,Ops,Ops,40000,,,
,202409,Budget FY2024,PPACANADA,60000,,Ops,Ops,121983,,,
,202409,Budget FY2024,PPACANADA,60500,,Ops,Ops,5557,,,
,202409,Budget FY2024,PPACANADA,60600,,Ops,Ops,9345,,,
,202409,Budget FY2024,PPACANADA,63800,,Ops,Ops,200,,,
,202409,Budget FY2024,PPACANADA,65000,,Ops,Ops,500,,,
,202409,Budget FY2024,PPACANADA,68700,,Ops,Ops,1000,,,
,202409,Budget FY2024,PPACANADA,68800,,Ops,Ops,10000,,,
,202410,Budget FY2024,PPACANADA,57500,,Ops,Ops,150,,,
,202410,Budget FY2024,PPACANADA,59000,,Ops,Ops,,,,
,202410,Budget FY2024,PPACANADA,59001,,Ops,Ops,40000,,,
,202410,Budget FY2024,PPACANADA,60000,,Ops,Ops,121983,,,
,202410,Budget FY2024,PPACANADA,60500,,Ops,Ops,5557,,,
,202410,Budget FY2024,PPACANADA,60600,,Ops,Ops,9345,,,
,202410,Budget FY2024,PPACANADA,63800,,Ops,Ops,1100,,,
,202410,Budget FY2024,PPACANADA,65000,,Ops,Ops,,,,
,202410,Budget FY2024,PPACANADA,68700,,Ops,Ops,2000,,,
,202410,Budget FY2024,PPACANADA,68800,,Ops,Ops,13900,,,
,202411,Budget FY2024,PPACANADA,57500,,Ops,Ops,150,,,
,202411,Budget FY2024,PPACANADA,59000,,Ops,Ops,,,,
,202411,Budget FY2024,PPACANADA,59001,,Ops,Ops,40000,,,
,202411,Budget FY2024,PPACANADA,60000,,Ops,Ops,121983,,,
,202411,Budget FY2024,PPACANADA,60500,,Ops,Ops,5557,,,
,202411,Budget FY2024,PPACANADA,60600,,Ops,Ops,9345,,,
,202411,Budget FY2024,PPACANADA,63800,,Ops,Ops,900,,,
,202411,Budget FY2024,PPACANADA,65000,,Ops,Ops,,,,
,202411,Budget FY2024,PPACANADA,68700,,Ops,Ops,2000,,,
,202411,Budget FY2024,PPACANADA,68800,,Ops,Ops,12500,,,
,202412,Budget FY2024,PPACANADA,57500,,Ops,Ops,150,,,
,202412,Budget FY2024,PPACANADA,59000,,Ops,Ops,,,,
,202412,Budget FY2024,PPACANADA,59001,,Ops,Ops,40000,,,
,202412,Budget FY2024,PPACANADA,60000,,Ops,Ops,121983,,,
,202412,Budget FY2024,PPACANADA,60500,,Ops,Ops,5557,,,
,202412,Budget FY2024,PPACANADA,60600,,Ops,Ops,9345,,,
,202412,Budget FY2024,PPACANADA,63800,,Ops,Ops,600,,,
,202412,Budget FY2024,PPACANADA,65000,,Ops,Ops,,,,
,202412,Budget FY2024,PPACANADA,68700,,Ops,Ops,2000,,,
,202412,Budget FY2024,PPACANADA,68800,,Ops,Ops,16500,,,
,202401,Budget FY2024,PPACANADA,60000,,Tech,Tech,41500,,,
,202401,Budget FY2024,PPACANADA,60500,,Tech,Tech,1891,,,
,202401,Budget FY2024,PPACANADA,60600,,Tech,Tech,3179,,,
,202401,Budget FY2024,PPACANADA,68700,,Tech,Tech,38020,,,
,202401,Budget FY2024,PPACANADA,68300,,Tech,Tech,113353,,,
,202402,Budget FY2024,PPACANADA,60000,,Tech,Tech,41500,,,
,202402,Budget FY2024,PPACANADA,60500,,Tech,Tech,1891,,,
,202402,Budget FY2024,PPACANADA,60600,,Tech,Tech,3179,,,
,202402,Budget FY2024,PPACANADA,68700,,Tech,Tech,38350,,,
,202402,Budget FY2024,PPACANADA,68300,,Tech,Tech,114890,,,
,202403,Budget FY2024,PPACANADA,60000,,Tech,Tech,41500,,,
,202403,Budget FY2024,PPACANADA,60500,,Tech,Tech,1891,,,
,202403,Budget FY2024,PPACANADA,60600,,Tech,Tech,3179,,,
,202403,Budget FY2024,PPACANADA,68700,,Tech,Tech,33280,,,
,202403,Budget FY2024,PPACANADA,68300,,Tech,Tech,114398,,,
,202404,Budget FY2024,PPACANADA,60000,,Tech,Tech,48167,,,
,202404,Budget FY2024,PPACANADA,60500,,Tech,Tech,2194,,,
,202404,Budget FY2024,PPACANADA,60600,,Tech,Tech,3690,,,
,202404,Budget FY2024,PPACANADA,68700,,Tech,Tech,21720,,,
,202404,Budget FY2024,PPACANADA,68300,,Tech,Tech,125178,,,
,202405,Budget FY2024,PPACANADA,60000,,Tech,Tech,48167,,,
,202405,Budget FY2024,PPACANADA,60500,,Tech,Tech,2194,,,
,202405,Budget FY2024,PPACANADA,60600,,Tech,Tech,3690,,,
,202405,Budget FY2024,PPACANADA,68700,,Tech,Tech,21650,,,
,202405,Budget FY2024,PPACANADA,68300,,Tech,Tech,123002,,,
,202406,Budget FY2024,PPACANADA,60000,,Tech,Tech,48167,,,
,202406,Budget FY2024,PPACANADA,60500,,Tech,Tech,2194,,,
,202406,Budget FY2024,PPACANADA,60600,,Tech,Tech,3690,,,
,202406,Budget FY2024,PPACANADA,68700,,Tech,Tech,26840,,,
,202406,Budget FY2024,PPACANADA,68300,,Tech,Tech,127506,,,
,202407,Budget FY2024,PPACANADA,60000,,Tech,Tech,55667,,,
,202407,Budget FY2024,PPACANADA,60500,,Tech,Tech,2536,,,
,202407,Budget FY2024,PPACANADA,60600,,Tech,Tech,4265,,,
,202407,Budget FY2024,PPACANADA,68700,,Tech,Tech,26750,,,
,202407,Budget FY2024,PPACANADA,68300,,Tech,Tech,125749,,,
,202408,Budget FY2024,PPACANADA,60000,,Tech,Tech,55667,,,
,202408,Budget FY2024,PPACANADA,60500,,Tech,Tech,2536,,,
,202408,Budget FY2024,PPACANADA,60600,,Tech,Tech,4265,,,
,202408,Budget FY2024,PPACANADA,68700,,Tech,Tech,26730,,,
,202408,Budget FY2024,PPACANADA,68300,,Tech,Tech,132494,,,
,202409,Budget FY2024,PPACANADA,60000,,Tech,Tech,55667,,,
,202409,Budget FY2024,PPACANADA,60500,,Tech,Tech,2536,,,
,202409,Budget FY2024,PPACANADA,60600,,Tech,Tech,4265,,,
,202409,Budget FY2024,PPACANADA,68700,,Tech,Tech,26770,,,
,202409,Budget FY2024,PPACANADA,68300,,Tech,Tech,123665,,,
,202410,Budget FY2024,PPACANADA,60000,,Tech,Tech,55667,,,
,202410,Budget FY2024,PPACANADA,60500,,Tech,Tech,2536,,,
,202410,Budget FY2024,PPACANADA,60600,,Tech,Tech,4265,,,
,202410,Budget FY2024,PPACANADA,68700,,Tech,Tech,31690,,,
,202410,Budget FY2024,PPACANADA,68300,,Tech,Tech,131930,,,
,202411,Budget FY2024,PPACANADA,60000,,Tech,Tech,55667,,,
,202411,Budget FY2024,PPACANADA,60500,,Tech,Tech,2536,,,
,202411,Budget FY2024,PPACANADA,60600,,Tech,Tech,4265,,,
,202411,Budget FY2024,PPACANADA,68700,,Tech,Tech,31890,,,
,202411,Budget FY2024,PPACANADA,68300,,Tech,Tech,135207,,,
,202412,Budget FY2024,PPACANADA,60000,,Tech,Tech,55667,,,
,202412,Budget FY2024,PPACANADA,60500,,Tech,Tech,2536,,,
,202412,Budget FY2024,PPACANADA,60600,,Tech,Tech,4265,,,
,202412,Budget FY2024,PPACANADA,68700,,Tech,Tech,31725,,,
,202412,Budget FY2024,PPACANADA,68300,,Tech,Tech,133890,,,
,202401,Budget FY2024,PPACANADA,60000,,HR,HR,,,,
,202401,Budget FY2024,PPACANADA,60500,,HR,HR,,,,
,202401,Budget FY2024,PPACANADA,60600,,HR,HR,,,,
,202401,Budget FY2024,PPACANADA,68700,,HR,HR,2000,,,
,202401,Budget FY2024,PPACANADA,68500,,HR,HR,42100,,,
,202402,Budget FY2024,PPACANADA,60000,,HR,HR,8333,,,
,202402,Budget FY2024,PPACANADA,60500,,HR,HR,380,,,
,202402,Budget FY2024,PPACANADA,60600,,HR,HR,638,,,
,202402,Budget FY2024,PPACANADA,68700,,HR,HR,2000,,,
,202402,Budget FY2024,PPACANADA,68500,,HR,HR,5140,,,
,202403,Budget FY2024,PPACANADA,60000,,HR,HR,8333,,,
,202403,Budget FY2024,PPACANADA,60500,,HR,HR,380,,,
,202403,Budget FY2024,PPACANADA,60600,,HR,HR,638,,,
,202403,Budget FY2024,PPACANADA,68700,,HR,HR,2000,,,
,202403,Budget FY2024,PPACANADA,68500,,HR,HR,6880,,,
,202404,Budget FY2024,PPACANADA,60000,,HR,HR,8333,,,
,202404,Budget FY2024,PPACANADA,60500,,HR,HR,380,,,
,202404,Budget FY2024,PPACANADA,60600,,HR,HR,638,,,
,202404,Budget FY2024,PPACANADA,68700,,HR,HR,2000,,,
,202404,Budget FY2024,PPACANADA,68500,,HR,HR,41260,,,
,202405,Budget FY2024,PPACANADA,60000,,HR,HR,8333,,,
,202405,Budget FY2024,PPACANADA,60500,,HR,HR,380,,,
,202405,Budget FY2024,PPACANADA,60600,,HR,HR,638,,,
,202405,Budget FY2024,PPACANADA,68700,,HR,HR,2000,,,
,202405,Budget FY2024,PPACANADA,68500,,HR,HR,7600,,,
,202406,Budget FY2024,PPACANADA,60000,,HR,HR,8333,,,
,202406,Budget FY2024,PPACANADA,60500,,HR,HR,380,,,
,202406,Budget FY2024,PPACANADA,60600,,HR,HR,638,,,
,202406,Budget FY2024,PPACANADA,68700,,HR,HR,2000,,,
,202406,Budget FY2024,PPACANADA,68500,,HR,HR,7860,,,
,202407,Budget FY2024,PPACANADA,60000,,HR,HR,8333,,,
,202407,Budget FY2024,PPACANADA,60500,,HR,HR,380,,,
,202407,Budget FY2024,PPACANADA,60600,,HR,HR,638,,,
,202407,Budget FY2024,PPACANADA,68700,,HR,HR,2000,,,
,202407,Budget FY2024,PPACANADA,68500,,HR,HR,49140,,,
,202408,Budget FY2024,PPACANADA,60000,,HR,HR,8333,,,
,202408,Budget FY2024,PPACANADA,60500,,HR,HR,380,,,
,202408,Budget FY2024,PPACANADA,60600,,HR,HR,638,,,
,202408,Budget FY2024,PPACANADA,68700,,HR,HR,2000,,,
,202408,Budget FY2024,PPACANADA,68500,,HR,HR,3040,,,
,202409,Budget FY2024,PPACANADA,60000,,HR,HR,8333,,,
,202409,Budget FY2024,PPACANADA,60500,,HR,HR,380,,,
,202409,Budget FY2024,PPACANADA,60600,,HR,HR,638,,,
,202409,Budget FY2024,PPACANADA,68700,,HR,HR,2000,,,
,202409,Budget FY2024,PPACANADA,68500,,HR,HR,31240,,,
,202410,Budget FY2024,PPACANADA,60000,,HR,HR,8333,,,
,202410,Budget FY2024,PPACANADA,60500,,HR,HR,380,,,
,202410,Budget FY2024,PPACANADA,60600,,HR,HR,638,,,
,202410,Budget FY2024,PPACANADA,68700,,HR,HR,2000,,,
,202410,Budget FY2024,PPACANADA,68500,,HR,HR,37280,,,
,202411,Budget FY2024,PPACANADA,60000,,HR,HR,8333,,,
,202411,Budget FY2024,PPACANADA,60500,,HR,HR,380,,,
,202411,Budget FY2024,PPACANADA,60600,,HR,HR,638,,,
,202411,Budget FY2024,PPACANADA,68700,,HR,HR,2000,,,
,202411,Budget FY2024,PPACANADA,68500,,HR,HR,3100,,,
,202412,Budget FY2024,PPACANADA,60000,,HR,HR,8333,,,
,202412,Budget FY2024,PPACANADA,60500,,HR,HR,380,,,
,202412,Budget FY2024,PPACANADA,60600,,HR,HR,638,,,
,202412,Budget FY2024,PPACANADA,68700,,HR,HR,2000,,,
,202412,Budget FY2024,PPACANADA,68500,,HR,HR,8350,,,
,202401,Budget FY2024,PPACANADA,55400,,WS,WSOH,,,,
,202402,Budget FY2024,PPACANADA,55400,,WS,WSOH,16000,,,
,202403,Budget FY2024,PPACANADA,55400,,WS,WSOH,,,,
,202404,Budget FY2024,PPACANADA,55400,,WS,WSOH,,,,
,202405,Budget FY2024,PPACANADA,55400,,WS,WSOH,,,,
,202406,Budget FY2024,PPACANADA,55400,,WS,WSOH,,,,
,202407,Budget FY2024,PPACANADA,55400,,WS,WSOH,,,,
,202408,Budget FY2024,PPACANADA,55400,,WS,WSOH,,,,
,202409,Budget FY2024,PPACANADA,55400,,WS,WSOH,1600,,,
,202410,Budget FY2024,PPACANADA,55400,,WS,WSOH,,,,
,202411,Budget FY2024,PPACANADA,55400,,WS,WSOH,,,,
,202412,Budget FY2024,PPACANADA,55400,,WS,WSOH,,,,
,202401,Budget FY2024,PPACANADA,40100,,WS,WSCA,407537,,,
,202401,Budget FY2024,PPACANADA,41100,,WS,WSCA,8151,,,
,202401,Budget FY2024,PPACANADA,41600,,WS,WSCA,4075,,,
,202401,Budget FY2024,PPACANADA,41800,,WS,WSCA,8069,,,
,202401,Budget FY2024,PPACANADA,50100,,WS,WSCA,184950,,,
,202401,Budget FY2024,PPACANADA,60000,,WS,WSCA,20417,,,
,202401,Budget FY2024,PPACANADA,60500,,WS,WSCA,930,,,
,202401,Budget FY2024,PPACANADA,60600,,WS,WSCA,1564,,,
,202401,Budget FY2024,PPACANADA,65000,,WS,WSCA,500,,,
,202401,Budget FY2024,PPACANADA,63200,,WS,WSCA,35578,,,
,202401,Budget FY2024,PPACANADA,63500,,WS,WSCA,5850,,,
,202401,Budget FY2024,PPACANADA,63750,,WS,WSCA,4035,,,
,202401,Budget FY2024,PPACANADA,63000,,WS,WSCA,11859,,,
,202402,Budget FY2024,PPACANADA,40100,,WS,WSCA,587976,,,
,202402,Budget FY2024,PPACANADA,41100,,WS,WSCA,11760,,,
,202402,Budget FY2024,PPACANADA,41600,,WS,WSCA,5880,,,
,202402,Budget FY2024,PPACANADA,41800,,WS,WSCA,11642,,,
,202402,Budget FY2024,PPACANADA,50100,,WS,WSCA,245013,,,
,202402,Budget FY2024,PPACANADA,60000,,WS,WSCA,20417,,,
,202402,Budget FY2024,PPACANADA,60500,,WS,WSCA,930,,,
,202402,Budget FY2024,PPACANADA,60600,,WS,WSCA,1564,,,
,202402,Budget FY2024,PPACANADA,65000,,WS,WSCA,2000,,,
,202402,Budget FY2024,PPACANADA,63200,,WS,WSCA,51330,,,
,202402,Budget FY2024,PPACANADA,63500,,WS,WSCA,8440,,,
,202402,Budget FY2024,PPACANADA,63750,,WS,WSCA,5821,,,
,202402,Budget FY2024,PPACANADA,63000,,WS,WSCA,17110,,,
,202403,Budget FY2024,PPACANADA,40100,,WS,WSCA,421300,,,
,202403,Budget FY2024,PPACANADA,41100,,WS,WSCA,8426,,,
,202403,Budget FY2024,PPACANADA,41600,,WS,WSCA,4213,,,
,202403,Budget FY2024,PPACANADA,41800,,WS,WSCA,8342,,,
,202403,Budget FY2024,PPACANADA,50100,,WS,WSCA,181480,,,
,202403,Budget FY2024,PPACANADA,60000,,WS,WSCA,20417,,,
,202403,Budget FY2024,PPACANADA,60500,,WS,WSCA,930,,,
,202403,Budget FY2024,PPACANADA,60600,,WS,WSCA,1564,,,
,202403,Budget FY2024,PPACANADA,65000,,WS,WSCA,1500,,,
,202403,Budget FY2024,PPACANADA,63200,,WS,WSCA,36779,,,
,202403,Budget FY2024,PPACANADA,63500,,WS,WSCA,6048,,,
,202403,Budget FY2024,PPACANADA,63750,,WS,WSCA,4171,,,
,202403,Budget FY2024,PPACANADA,63000,,WS,WSCA,12260,,,
,202404,Budget FY2024,PPACANADA,40100,,WS,WSCA,907400,,,
,202404,Budget FY2024,PPACANADA,41100,,WS,WSCA,18148,,,
,202404,Budget FY2024,PPACANADA,41600,,WS,WSCA,9074,,,
,202404,Budget FY2024,PPACANADA,41800,,WS,WSCA,17967,,,
,202404,Budget FY2024,PPACANADA,50100,,WS,WSCA,415033,,,
,202404,Budget FY2024,PPACANADA,60000,,WS,WSCA,20417,,,
,202404,Budget FY2024,PPACANADA,60500,,WS,WSCA,930,,,
,202404,Budget FY2024,PPACANADA,60600,,WS,WSCA,1564,,,
,202404,Budget FY2024,PPACANADA,65000,,WS,WSCA,9000,,,
,202404,Budget FY2024,PPACANADA,63200,,WS,WSCA,79216,,,
,202404,Budget FY2024,PPACANADA,63500,,WS,WSCA,13026,,,
,202404,Budget FY2024,PPACANADA,63750,,WS,WSCA,8983,,,
,202404,Budget FY2024,PPACANADA,63000,,WS,WSCA,26405,,,
,202405,Budget FY2024,PPACANADA,40100,,WS,WSCA,1151300,,,
,202405,Budget FY2024,PPACANADA,41100,,WS,WSCA,23026,,,
,202405,Budget FY2024,PPACANADA,41600,,WS,WSCA,11513,,,
,202405,Budget FY2024,PPACANADA,41800,,WS,WSCA,22796,,,
,202405,Budget FY2024,PPACANADA,50100,,WS,WSCA,539694,,,
,202405,Budget FY2024,PPACANADA,60000,,WS,WSCA,20417,,,
,202405,Budget FY2024,PPACANADA,60500,,WS,WSCA,930,,,
,202405,Budget FY2024,PPACANADA,60600,,WS,WSCA,1564,,,
,202405,Budget FY2024,PPACANADA,65000,,WS,WSCA,1500,,,
,202405,Budget FY2024,PPACANADA,63200,,WS,WSCA,100508,,,
,202405,Budget FY2024,PPACANADA,63500,,WS,WSCA,16527,,,
,202405,Budget FY2024,PPACANADA,63750,,WS,WSCA,11398,,,
,202405,Budget FY2024,PPACANADA,63000,,WS,WSCA,33503,,,
,202406,Budget FY2024,PPACANADA,40100,,WS,WSCA,965400,,,
,202406,Budget FY2024,PPACANADA,41100,,WS,WSCA,19308,,,
,202406,Budget FY2024,PPACANADA,41600,,WS,WSCA,9654,,,
,202406,Budget FY2024,PPACANADA,41800,,WS,WSCA,19115,,,
,202406,Budget FY2024,PPACANADA,50100,,WS,WSCA,440032,,,
,202406,Budget FY2024,PPACANADA,60000,,WS,WSCA,20417,,,
,202406,Budget FY2024,PPACANADA,60500,,WS,WSCA,930,,,
,202406,Budget FY2024,PPACANADA,60600,,WS,WSCA,1564,,,
,202406,Budget FY2024,PPACANADA,65000,,WS,WSCA,,,,
,202406,Budget FY2024,PPACANADA,63200,,WS,WSCA,84279,,,
,202406,Budget FY2024,PPACANADA,63500,,WS,WSCA,13858,,,
,202406,Budget FY2024,PPACANADA,63750,,WS,WSCA,9557,,,
,202406,Budget FY2024,PPACANADA,63000,,WS,WSCA,28093,,,
,202407,Budget FY2024,PPACANADA,40100,,WS,WSCA,598700,,,
,202407,Budget FY2024,PPACANADA,41100,,WS,WSCA,11974,,,
,202407,Budget FY2024,PPACANADA,41600,,WS,WSCA,5987,,,
,202407,Budget FY2024,PPACANADA,41800,,WS,WSCA,11854,,,
,202407,Budget FY2024,PPACANADA,50100,,WS,WSCA,284386,,,
,202407,Budget FY2024,PPACANADA,60000,,WS,WSCA,20417,,,
,202407,Budget FY2024,PPACANADA,60500,,WS,WSCA,930,,,
,202407,Budget FY2024,PPACANADA,60600,,WS,WSCA,1564,,,
,202407,Budget FY2024,PPACANADA,65000,,WS,WSCA,,,,
,202407,Budget FY2024,PPACANADA,63200,,WS,WSCA,52267,,,
,202407,Budget FY2024,PPACANADA,63500,,WS,WSCA,8594,,,
,202407,Budget FY2024,PPACANADA,63750,,WS,WSCA,5927,,,
,202407,Budget FY2024,PPACANADA,63000,,WS,WSCA,17422,,,
,202408,Budget FY2024,PPACANADA,40100,,WS,WSCA,301900,,,
,202408,Budget FY2024,PPACANADA,41100,,WS,WSCA,6038,,,
,202408,Budget FY2024,PPACANADA,41600,,WS,WSCA,3019,,,
,202408,Budget FY2024,PPACANADA,41800,,WS,WSCA,5978,,,
,202408,Budget FY2024,PPACANADA,50100,,WS,WSCA,130704,,,
,202408,Budget FY2024,PPACANADA,60000,,WS,WSCA,20417,,,
,202408,Budget FY2024,PPACANADA,60500,,WS,WSCA,930,,,
,202408,Budget FY2024,PPACANADA,60600,,WS,WSCA,1564,,,
,202408,Budget FY2024,PPACANADA,65000,,WS,WSCA,2000,,,
,202408,Budget FY2024,PPACANADA,63200,,WS,WSCA,26356,,,
,202408,Budget FY2024,PPACANADA,63500,,WS,WSCA,4334,,,
,202408,Budget FY2024,PPACANADA,63750,,WS,WSCA,2989,,,
,202408,Budget FY2024,PPACANADA,63000,,WS,WSCA,8785,,,
,202409,Budget FY2024,PPACANADA,40100,,WS,WSCA,276120,,,
,202409,Budget FY2024,PPACANADA,41100,,WS,WSCA,5522,,,
,202409,Budget FY2024,PPACANADA,41600,,WS,WSCA,2761,,,
,202409,Budget FY2024,PPACANADA,41800,,WS,WSCA,5467,,,
,202409,Budget FY2024,PPACANADA,50100,,WS,WSCA,145561,,,
,202409,Budget FY2024,PPACANADA,60000,,WS,WSCA,20417,,,
,202409,Budget FY2024,PPACANADA,60500,,WS,WSCA,930,,,
,202409,Budget FY2024,PPACANADA,60600,,WS,WSCA,1564,,,
,202409,Budget FY2024,PPACANADA,65000,,WS,WSCA,1500,,,
,202409,Budget FY2024,PPACANADA,63200,,WS,WSCA,24105,,,
,202409,Budget FY2024,PPACANADA,63500,,WS,WSCA,3964,,,
,202409,Budget FY2024,PPACANADA,63750,,WS,WSCA,2734,,,
,202409,Budget FY2024,PPACANADA,63000,,WS,WSCA,8035,,,
,202410,Budget FY2024,PPACANADA,40100,,WS,WSCA,1146060,,,
,202410,Budget FY2024,PPACANADA,41100,,WS,WSCA,22921,,,
,202410,Budget FY2024,PPACANADA,41600,,WS,WSCA,11461,,,
,202410,Budget FY2024,PPACANADA,41800,,WS,WSCA,22692,,,
,202410,Budget FY2024,PPACANADA,50100,,WS,WSCA,574332,,,
,202410,Budget FY2024,PPACANADA,60000,,WS,WSCA,20417,,,
,202410,Budget FY2024,PPACANADA,60500,,WS,WSCA,930,,,
,202410,Budget FY2024,PPACANADA,60600,,WS,WSCA,1564,,,
,202410,Budget FY2024,PPACANADA,65000,,WS,WSCA,,,,
,202410,Budget FY2024,PPACANADA,63200,,WS,WSCA,100051,,,
,202410,Budget FY2024,PPACANADA,63500,,WS,WSCA,16452,,,
,202410,Budget FY2024,PPACANADA,63750,,WS,WSCA,11346,,,
,202410,Budget FY2024,PPACANADA,63000,,WS,WSCA,33350,,,
,202411,Budget FY2024,PPACANADA,40100,,WS,WSCA,837160,,,
,202411,Budget FY2024,PPACANADA,41100,,WS,WSCA,16743,,,
,202411,Budget FY2024,PPACANADA,41600,,WS,WSCA,8372,,,
,202411,Budget FY2024,PPACANADA,41800,,WS,WSCA,16576,,,
,202411,Budget FY2024,PPACANADA,50100,,WS,WSCA,422680,,,
,202411,Budget FY2024,PPACANADA,60000,,WS,WSCA,20417,,,
,202411,Budget FY2024,PPACANADA,60500,,WS,WSCA,930,,,
,202411,Budget FY2024,PPACANADA,60600,,WS,WSCA,1564,,,
,202411,Budget FY2024,PPACANADA,65000,,WS,WSCA,1500,,,
,202411,Budget FY2024,PPACANADA,63200,,WS,WSCA,73084,,,
,202411,Budget FY2024,PPACANADA,63500,,WS,WSCA,12017,,,
,202411,Budget FY2024,PPACANADA,63750,,WS,WSCA,8288,,,
,202411,Budget FY2024,PPACANADA,63000,,WS,WSCA,24361,,,
,202412,Budget FY2024,PPACANADA,40100,,WS,WSCA,1128400,,,
,202412,Budget FY2024,PPACANADA,41100,,WS,WSCA,22568,,,
,202412,Budget FY2024,PPACANADA,41600,,WS,WSCA,11284,,,
,202412,Budget FY2024,PPACANADA,41800,,WS,WSCA,22342,,,
,202412,Budget FY2024,PPACANADA,50100,,WS,WSCA,581565,,,
,202412,Budget FY2024,PPACANADA,60000,,WS,WSCA,20417,,,
,202412,Budget FY2024,PPACANADA,60500,,WS,WSCA,930,,,
,202412,Budget FY2024,PPACANADA,60600,,WS,WSCA,1564,,,
,202412,Budget FY2024,PPACANADA,65000,,WS,WSCA,,,,
,202412,Budget FY2024,PPACANADA,63200,,WS,WSCA,98509,,,
,202412,Budget FY2024,PPACANADA,63500,,WS,WSCA,16198,,,
,202412,Budget FY2024,PPACANADA,63750,,WS,WSCA,11171,,,
,202412,Budget FY2024,PPACANADA,63000,,WS,WSCA,32836,,,
,202401,Budget FY2024,PPAUSA,40100,,WS,WSUS,609690,,,
,202401,Budget FY2024,PPAUSA,41100,,WS,WSUS,6097,,,
,202401,Budget FY2024,PPAUSA,41600,,WS,WSUS,6097,,,
,202401,Budget FY2024,PPAUSA,41800,,WS,WSUS,3018,,,
,202401,Budget FY2024,PPAUSA,50100,,WS,WSUS,275336,,,
,202401,Budget FY2024,PPAUSA,55400,,WS,WSUS,,,,
,202401,Budget FY2024,PPAUSA,60000,,WS,WSUS,29167,,,
,202401,Budget FY2024,PPAUSA,60500,,WS,WSUS,1329,,,
,202401,Budget FY2024,PPAUSA,60600,,WS,WSUS,2234,,,
,202401,Budget FY2024,PPAUSA,62000,,WS,WSUS,4000,,,
,202401,Budget FY2024,PPAUSA,65000,,WS,WSUS,1500,,,
,202401,Budget FY2024,PPAUSA,63200,,WS,WSUS,41825,,,
,202401,Budget FY2024,PPAUSA,63500,,WS,WSUS,4150,,,
,202401,Budget FY2024,PPAUSA,63750,,WS,WSUS,6036,,,
,202401,Budget FY2024,PPAUSA,63000,,WS,WSUS,17925,,,
,202402,Budget FY2024,PPAUSA,40100,,WS,WSUS,615783,,,
,202402,Budget FY2024,PPAUSA,41100,,WS,WSUS,6158,,,
,202402,Budget FY2024,PPAUSA,41600,,WS,WSUS,6158,,,
,202402,Budget FY2024,PPAUSA,41800,,WS,WSUS,3048,,,
,202402,Budget FY2024,PPAUSA,50100,,WS,WSUS,255343,,,
,202402,Budget FY2024,PPAUSA,55400,,WS,WSUS,3200,,,
,202402,Budget FY2024,PPAUSA,60000,,WS,WSUS,29167,,,
,202402,Budget FY2024,PPAUSA,60500,,WS,WSUS,1329,,,
,202402,Budget FY2024,PPAUSA,60600,,WS,WSUS,2234,,,
,202402,Budget FY2024,PPAUSA,62000,,WS,WSUS,4000,,,
,202402,Budget FY2024,PPAUSA,65000,,WS,WSUS,2000,,,
,202402,Budget FY2024,PPAUSA,63200,,WS,WSUS,42243,,,
,202402,Budget FY2024,PPAUSA,63500,,WS,WSUS,4191,,,
,202402,Budget FY2024,PPAUSA,63750,,WS,WSUS,6096,,,
,202402,Budget FY2024,PPAUSA,63000,,WS,WSUS,18104,,,
,202403,Budget FY2024,PPAUSA,40100,,WS,WSUS,601750,,,
,202403,Budget FY2024,PPAUSA,41100,,WS,WSUS,6018,,,
,202403,Budget FY2024,PPAUSA,41600,,WS,WSUS,6018,,,
,202403,Budget FY2024,PPAUSA,41800,,WS,WSUS,2979,,,
,202403,Budget FY2024,PPAUSA,50100,,WS,WSUS,257940,,,
,202403,Budget FY2024,PPAUSA,55400,,WS,WSUS,,,,
,202403,Budget FY2024,PPAUSA,60000,,WS,WSUS,29167,,,
,202403,Budget FY2024,PPAUSA,60500,,WS,WSUS,1329,,,
,202403,Budget FY2024,PPAUSA,60600,,WS,WSUS,2234,,,
,202403,Budget FY2024,PPAUSA,62000,,WS,WSUS,4000,,,
,202403,Budget FY2024,PPAUSA,65000,,WS,WSUS,2000,,,
,202403,Budget FY2024,PPAUSA,63200,,WS,WSUS,41280,,,
,202403,Budget FY2024,PPAUSA,63500,,WS,WSUS,4096,,,
,202403,Budget FY2024,PPAUSA,63750,,WS,WSUS,5957,,,
,202403,Budget FY2024,PPAUSA,63000,,WS,WSUS,17691,,,
,202404,Budget FY2024,PPAUSA,40100,,WS,WSUS,1386500,,,
